kind	name	refCount	postCount	changeCount	commitCount	smellCount	hasSmell	LOC	Nesting	WMC	DIT	NOC	CBO	RFC	LCOM	ADD	ADDING_ATTRIBUTE_MODIFIABILITY	ADDING_CLASS_DERIVABILITY	ADDING_METHOD_OVERRIDABILITY	ADDITIONAL_CLASS	ADDITIONAL_FUNCTIONALITY	ADDITIONAL_OBJECT_STATE	ALTERNATIVE_PART_DELETE	ALTERNATIVE_PART_INSERT	ATTRIBUTE_RENAMING	ATTRIBUTE_TYPE_CHANGE	CLASS_RENAMING	COMMENT_DELETE	COMMENT_INSERT	COMMENT_MOVE	COMMENT_UPDATE	CONDITION_EXPRESSION_CHANGE	DECREASING_ACCESSIBILITY_CHANGE	DELETE	DOC_DELETE	DOC_INSERT	DOC_UPDATE	METHOD_RENAMING	MODIFY	PARAMETER_DELETE	PARAMETER_INSERT	PARAMETER_ORDERING_CHANGE	PARAMETER_RENAMING	PARAMETER_TYPE_CHANGE	PARENT_CLASS_CHANGE	PARENT_CLASS_DELETE	PARENT_CLASS_INSERT	PARENT_INTERFACE_CHANGE	PARENT_INTERFACE_DELETE	PARENT_INTERFACE_INSERT	REMOVED_CLASS	REMOVED_FUNCTIONALITY	REMOVED_OBJECT_STATE	REMOVING_ATTRIBUTE_MODIFIABILITY	REMOVING_CLASS_DERIVABILITY	REMOVING_METHOD_OVERRIDABILITY	RETURN_TYPE_CHANGE	RETURN_TYPE_DELETE	RETURN_TYPE_INSERT	STATEMENT_DELETE	STATEMENT_INSERT	STATEMENT_ORDERING_CHANGE	STATEMENT_PARENT_CHANGE	STATEMENT_UPDATE	UNCLASSIFIED_CHANGE	ForwardEngineering	ReEngineering	CorrectiveEngineering	Management	usageCount	refDensity
Public Class	android.provider.DocumentsContract	548	147	1048	76	0	0	278	3	43	0	0	35	33	93	2	0	2	0	8	26	66	4	4	18	0	2	6	4	0	0	16	4	0	26	8	106	12	74	26	28	4	10	0	0	0	0	0	0	0	10	54	86	0	0	0	6	0	2	176	160	0	14	80	0	979	1711	457	728	332	1.6506
Public Abstract Class	android.provider.DocumentsProvider	1594	1331	341	25	0	0	212	3	43	1	2	25	84	89	2	0	0	0	0	4	0	2	4	0	0	0	6	4	4	2	2	0	0	26	2	50	10	23	12	6	2	20	0	0	0	0	0	0	0	0	4	6	0	0	2	0	2	0	42	22	8	16	58	0	284	702	217	269	19	83.8947
Public Class	android.provider.MediaStore	14	8	1297	231	0	0	738	3	4	0	0	8	15	96	1	0	0	0	3	0	15	9	5	8	0	0	19	0	12	0	46	0	1	45	0	53	3	229	6	0	0	3	0	0	0	0	0	0	0	19	57	186	0	0	0	0	0	0	211	130	24	129	83	0	597	1303	443	1209	15	0.9333
Public Class	android.provider.SearchRecentSuggestions	111	35	74	12	0	0	100	2	15	0	0	15	19	82	1	8	0	0	0	0	6	0	2	0	0	0	0	4	0	0	0	0	1	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	2	32	0	0	0	0	6	66	32	71	62	1.7903
Public Class	android.provider.Settings	160	122	7710	1367	0	0	1984	0	1	0	0	4	14	100	1	14	0	0	2	62	1111	10	9	120	4	0	35	33	7	0	45	32	1	40	0	993	2	1365	7	0	0	4	0	0	0	0	0	0	0	6	213	2281	0	0	0	0	4	0	373	704	12	94	122	0	3989	6267	2747	6695	80	2.0000
Public Class	android.provider.Telephony	8	8	553	177	0	0	634	0	1	0	0	1	14	100	1	0	0	0	3	10	17	8	0	0	0	0	0	0	0	0	4	4	6	0	0	5	0	170	4	0	0	0	0	0	0	0	0	0	0	11	6	137	0	0	5	0	0	0	119	20	0	0	23	0	360	472	109	429	26	0.3077
Public Class	android.renderscript.Allocation	1562	334	4493	329	1	1	984	2	189	1	1	33	118	94	4	0	0	0	7	89	6	76	4	0	0	0	40	28	4	0	70	22	0	173	12	169	21	325	16	26	0	29	15	0	0	0	0	0	0	8	329	86	0	0	0	0	0	0	1459	736	32	105	593	5	2880	4992	1176	4711	284	5.5000
Public Class	android.renderscript.AllocationAdapter	45	31	388	29	0	0	136	2	39	2	0	6	138	0	2	0	0	0	0	24	22	0	0	0	0	0	0	0	0	0	6	2	0	34	12	2	0	27	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0	108	97	2	0	26	0	6	382	164	465	0	-1.0000
Public Class	android.renderscript.BaseObj	5	3	289	86	0	0	107	2	27	0	15	11	25	58	4	0	0	0	0	2	5	0	0	0	0	0	1	0	0	0	10	0	0	12	0	3	0	82	3	0	0	3	0	0	0	0	0	0	0	0	22	5	0	0	0	0	0	0	66	23	0	0	33	3	114	394	138	333	16	0.3125
Public Class	android.renderscript.Element	1904	877	4145	187	1	1	747	2	194	1	0	6	107	94	4	0	0	0	8	163	130	10	4	4	0	0	5	0	0	2	88	14	0	161	236	15	91	183	35	24	5	0	0	0	0	0	0	0	0	6	393	68	4	0	0	0	15	4	910	1103	18	36	394	9	5091	7094	2645	4980	284	6.7042
Public Class	android.renderscript.FieldPacker	1125	988	465	68	0	0	511	2	102	0	0	28	94	86	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	48	0	0	0	0	0	65	0	0	0	0	14	0	0	0	0	0	0	0	263	6	0	0	0	0	0	0	46	2	0	0	4	0	452	654	297	424	23	48.9130
Public Class	android.renderscript.Float2	15	6	24	22	0	0	10	0	2	0	0	0	15	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	28	11	29	7	2.1429
Public Class	android.renderscript.Float3	11	4	24	22	1	1	12	0	2	0	0	0	15	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	28	11	29	7	1.5714
Public Class	android.renderscript.Float4	3	3	24	22	1	1	14	0	2	0	0	0	15	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	28	11	29	8	0.3750
Public Class	android.renderscript.Int4	1	1	24	22	1	1	14	0	2	0	0	0	15	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	28	11	33	7	0.1429
Public Class	android.renderscript.Matrix2f	104	86	151	42	0	0	77	2	16	0	0	2	27	28	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	4	0	39	0	0	0	8	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	14	0	58	165	79	138	7	14.8571
Public Class	android.renderscript.Matrix3f	187	146	211	49	0	0	145	2	25	0	0	2	33	35	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	4	0	46	0	0	0	8	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	4	0	0	0	21	0	86	237	127	195	14	13.3571
Public Class	android.renderscript.Matrix4f	115	79	190	43	0	0	255	2	40	0	0	3	38	31	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	4	0	40	0	0	0	8	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	9	0	65	168	69	175	15	7.6667
Public Class	android.renderscript.RenderScript	2795	1950	6556	525	0	0	954	1	141	0	1	35	266	99	4	0	0	0	40	611	74	23	11	106	10	0	29	9	7	5	15	218	0	23	2	27	174	521	676	182	25	42	36	0	0	0	0	0	0	26	1114	442	0	0	0	4	8	0	1165	245	4	32	223	366	4493	9261	3463	6739	285	9.8070
Public Class	android.renderscript.RSRuntimeException	20	7	29	17	0	0	6	0	1	0	3	1	43	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	19	27	130	0.1538
Public Class	android.renderscript.Sampler	5	2	384	72	0	0	207	1	24	1	0	3	40	94	4	0	0	0	0	7	18	20	0	0	0	0	0	0	0	0	9	0	0	18	0	9	4	68	0	0	0	0	0	0	0	0	0	0	0	0	51	33	0	0	0	0	0	0	82	8	0	20	33	0	486	552	100	449	0	-1.0000
Public Class	android.renderscript.Script	3253	2475	926	112	0	0	243	1	42	1	2	13	48	95	4	0	0	0	4	47	51	6	0	0	0	0	0	0	0	0	2	0	0	96	8	64	4	108	2	6	0	2	0	0	0	0	0	0	0	21	103	44	0	0	0	0	6	0	176	46	0	10	88	0	643	1250	331	912	0	-1.0000
Public Class	android.renderscript.ScriptC	5	5	348	77	0	0	52	4	9	2	1	9	51	77	4	0	0	0	3	0	8	0	4	0	0	0	8	8	0	0	0	3	0	8	8	0	0	73	0	5	0	0	0	0	0	0	0	0	0	0	15	13	0	0	0	0	0	0	59	107	2	0	20	0	301	577	171	320	12	0.4167
Public Class	android.renderscript.ScriptGroup	972	882	1618	23	0	0	271	2	8	1	0	5	29	75	4	0	10	0	0	35	70	0	10	0	0	5	5	20	0	0	45	0	0	35	0	10	15	19	20	15	0	0	10	0	0	0	0	0	0	0	35	40	0	0	0	0	0	0	535	510	30	65	70	0	1477	656	1492	1298	7	138.8571
Public Class	android.renderscript.ScriptIntrinsic3DLUT	44	30	23	15	0	0	32	1	8	3	0	6	54	70	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	21	11	25	7	6.2857
Public Class	android.renderscript.ScriptIntrinsicBlend	24	18	52	14	0	0	107	1	35	3	0	5	82	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	75	69	45	53	7	3.4286
Public Class	android.renderscript.ScriptIntrinsicBlur	516	169	161	35	0	0	35	1	9	3	0	6	56	92	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	15	0	15	0	30	0	0	0	5	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	30	10	0	0	10	0	40	85	81	131	274	1.8832
Public Class	android.renderscript.ScriptIntrinsicColorMatrix	388	282	156	38	0	0	117	1	15	3	0	10	62	69	4	5	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	10	0	15	0	34	0	0	0	0	0	0	0	0	0	0	0	0	33	1	0	0	0	0	0	0	20	19	0	0	0	0	126	113	26	119	8	48.5000
Public Class	android.renderscript.ScriptIntrinsicConvolve3x3	77	52	168	38	0	0	45	1	9	3	0	7	56	85	4	5	5	0	0	9	0	0	0	0	0	0	0	0	0	0	8	0	0	10	0	12	0	34	0	0	0	0	0	0	0	0	0	0	0	0	27	4	0	0	0	0	0	0	35	10	0	0	0	0	33	86	57	136	7	11.0000
Public Class	android.renderscript.ScriptIntrinsicConvolve5x5	66	49	96	28	0	0	42	1	9	3	0	7	56	85	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	12	0	23	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	9	5	0	0	0	0	26	55	49	77	7	9.4286
Public Class	android.renderscript.ScriptIntrinsicHistogram	46	40	33	9	0	0	79	1	17	3	0	8	57	62	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	6	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	7	54	7	20	0	-1.0000
Public Class	android.renderscript.ScriptIntrinsicLUT	46	26	92	27	0	0	59	1	13	3	0	6	58	63	5	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	10	0	22	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	5	0	0	0	0	15	47	14	80	7	6.5714
Public Class	android.renderscript.ScriptIntrinsicYuvToRGB	108	62	80	25	0	0	24	0	6	3	0	5	55	83	4	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	21	0	0	0	0	0	0	0	0	0	0	0	0	25	5	0	0	0	0	0	0	5	5	0	0	0	0	13	43	34	117	7	15.4286
Public Class	android.renderscript.Type	3061	1438	991	124	1	1	198	2	22	1	0	3	36	82	4	0	0	0	3	24	30	0	8	3	0	0	0	2	0	0	47	2	0	33	0	17	6	120	2	0	0	0	0	0	0	0	0	0	0	2	69	64	0	0	0	0	0	0	216	197	30	28	84	0	971	1078	215	1167	12	255.0833
Public Class	android.sax.Element	1956	783	2	2	0	0	110	3	28	0	2	13	27	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	10.1347
Public Interface	android.sax.EndElementListener	90	83	2	2	0	0	3	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1.9565
Public Interface	android.sax.EndTextElementListener	161	56	2	2	0	0	3	0	1	0	9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0.3500
Public Class	android.sax.RootElement	200	79	2	2	0	0	92	0	3	1	0	3	30	66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	8.6957
Public Interface	android.sax.StartElementListener	134	111	2	2	0	0	3	0	1	0	8	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	2.0000
Public Class	android.security.KeyChain	114	44	751	64	0	0	175	2	27	0	0	33	22	94	2	0	0	0	2	26	28	0	12	0	4	0	12	6	7	2	9	4	0	2	0	34	10	62	18	10	0	0	6	2	0	0	0	0	0	5	19	24	0	0	0	4	0	0	140	212	13	22	46	4	600	1500	185	480	63	1.8095
Public Interface	android.security.KeyChainAliasCallback	11	9	4	4	0	0	3	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	19	0.5789
Public Class	android.security.KeyChainException	15	12	4	4	0	0	13	0	5	0	0	1	42	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	22	0.6818
Public Class	android.security.KeyPairGeneratorSpec	517	443	81	7	1	1	225	3	37	0	0	10	28	89	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	6	0	0	0	0	0	0	0	0	0	0	0	18	30	0	0	0	0	0	0	16	0	0	0	2	0	76	160	40	41	0	-1.0000
Public Class	android.security.KeyStoreParameter	1	1	4	4	0	0	31	0	3	0	0	1	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	3	0	-1.0000
Public Class	android.service.dreams.DreamService	12962	10093	485	47	1	1	371	2	107	3	1	32	309	90	5	0	0	5	0	5	5	0	0	0	0	0	25	5	0	0	75	0	0	5	0	43	0	42	0	0	0	0	0	0	0	0	0	0	0	0	30	5	0	0	0	0	0	0	120	90	0	0	25	0	102	242	190	409	28	462.9286
Public Abstract Class	android.service.notification.NotificationListenerService	193	88	74	22	0	0	65	1	12	3	0	12	262	71	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	8	18	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	4	8	0	33	60	40	85	26	7.4231
Public Class	android.service.notification.StatusBarNotification	2075	1412	168	22	0	0	147	1	26	0	0	8	35	71	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	12	0	18	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	9	127	70	269	63	32.9365
Public Abstract Class	android.service.wallpaper.WallpaperService	386	153	2188	271	0	0	802	1	7	3	1	11	260	97	4	1	0	0	0	6	17	15	0	1	0	0	31	9	4	0	50	1	0	15	0	23	2	267	31	0	0	3	0	0	0	0	0	0	1	11	114	136	0	0	0	0	0	0	761	284	56	168	177	0	1043	2271	1520	1936	94	4.1064
Public Interface	android.speech.RecognitionListener	1383	227	52	15	0	0	11	0	9	0	0	1	9	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	19	76	42	65	36	38.4167
Public Abstract Class	android.speech.RecognitionService	56	31	141	31	0	0	177	2	25	3	0	13	265	83	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	28	0	0	0	0	0	0	0	0	0	0	0	6	11	17	0	0	0	0	0	0	17	10	0	0	27	0	44	136	185	166	0	-1.0000
Public Class	android.speech.RecognizerIntent	14	7	118	42	0	0	56	1	4	0	0	9	15	95	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	38	0	0	0	0	0	0	0	0	0	0	0	0	3	49	0	0	0	0	0	0	0	0	0	0	0	0	102	48	9	98	0	-1.0000
Public Class	android.speech.SpeechRecognizer	1717	630	32	24	0	0	268	3	36	0	0	23	29	87	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	8	41	40	42	43	39.9302
Public Interface	android.speech.tts.SynthesisCallback	15	10	16	6	0	0	6	0	5	0	1	0	5	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	24	4	21	4	3.7500
Public Class	android.speech.tts.SynthesisRequest	8175	5052	65	14	1	1	52	0	13	0	0	2	26	84	1	0	2	0	0	16	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	12	0	13	1	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	1	0	0	0	0	0	69	119	20	67	4	2043.7500
Public Class	android.speech.tts.TextToSpeech	4312	1190	6269	266	0	0	683	4	68	0	0	29	54	93	6	1	0	0	7	30	66	38	6	193	8	0	166	181	52	21	74	2	0	143	2	451	3	260	22	10	1	3	10	0	0	0	0	0	0	17	113	265	0	0	0	7	41	0	1827	1302	18	226	675	2	3812	7603	3135	6767	422	10.2180
Public Abstract Class	android.speech.tts.TextToSpeechService	43	39	921	92	0	0	643	1	15	3	1	20	267	86	1	2	0	0	3	51	16	7	2	6	6	7	19	14	0	5	35	3	0	0	0	6	10	91	65	33	0	0	0	0	0	0	5	2	1	7	68	31	0	0	0	4	0	2	161	98	0	12	148	0	436	948	541	543	3	14.3333
Public Abstract Class	android.speech.tts.UtteranceProgressListener	487	301	17	11	0	0	21	0	4	0	1	2	17	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	15	10	66	7.3788
Public Class	android.telephony.cdma.CdmaCellLocation	57	17	254	40	0	0	112	1	21	1	0	7	35	45	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	20	0	35	3	3	0	0	0	0	0	0	0	0	0	0	26	15	0	0	0	0	0	0	48	0	0	0	81	0	85	224	66	215	173	0.3295
Public Class	android.telephony.CellIdentityCdma	1910	800	76	25	0	0	118	2	20	0	0	9	29	62	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	0	23	0	28	78	13	59	44	43.4091
Public Class	android.telephony.CellIdentityGsm	44	21	140	25	0	0	110	2	20	0	0	10	29	65	3	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	22	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8	42	0	0	35	0	92	125	29	122	50	0.8800
Public Class	android.telephony.CellIdentityLte	43	14	76	25	0	0	118	2	20	0	0	9	29	62	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	0	23	0	28	78	13	59	51	0.8431
Public Class	android.telephony.CellIdentityWcdma	26	14	4	4	0	0	118	2	20	0	0	9	29	62	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	4	49	0.5306
Public Abstract Class	android.telephony.CellInfo	75	53	352	22	0	0	126	1	28	0	4	7	29	85	2	0	0	0	0	12	12	0	0	15	0	0	0	0	0	0	0	3	0	39	0	19	0	20	0	0	0	0	0	0	0	0	0	0	0	0	26	13	9	3	0	0	0	0	6	135	12	0	13	10	51	524	11	245	77	0.9740
Public Class	android.telephony.CellInfoCdma	18	12	62	21	0	0	88	1	17	1	0	9	43	71	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15	0	0	22	0	24	60	10	46	60	0.3000
Public Class	android.telephony.CellInfoGsm	100	41	52	21	0	0	87	1	16	1	0	9	43	72	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	22	0	24	46	8	38	63	1.5873
Public Class	android.telephony.CellInfoLte	97	30	95	24	0	0	93	1	22	1	0	9	43	64	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	5	0	0	22	0	24	104	19	74	63	1.5397
Public Class	android.telephony.CellInfoWcdma	40	16	4	4	0	0	87	1	16	1	0	9	43	72	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	4	56	0.7143
Public Abstract Class	android.telephony.CellLocation	56	44	311	36	0	0	33	2	11	0	2	7	18	0	1	0	0	0	0	0	0	10	12	0	0	0	20	10	0	8	22	0	1	0	0	12	0	34	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	92	24	0	34	28	0	187	333	85	231	22	2.5455
Public Abstract Class	android.telephony.CellSignalStrength	37	23	75	16	0	0	22	0	8	0	4	2	21	100	3	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	4	0	16	0	4	0	13	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	78	8	58	12	3.0833
Public Class	android.telephony.CellSignalStrengthCdma	40	28	63	23	0	0	224	1	70	1	0	8	50	75	3	0	5	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	0	4	79	26	41	49	0.8163
Public Class	android.telephony.CellSignalStrengthGsm	91	48	53	25	0	0	120	1	30	1	0	8	38	79	3	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	16	55	7	42	41	2.2195
Public Class	android.telephony.CellSignalStrengthLte	59	33	73	32	0	0	173	1	38	1	0	9	40	63	3	0	5	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	18	0	4	85	36	53	43	1.3721
Public Class	android.telephony.CellSignalStrengthWcdma	43	25	4	4	0	0	120	1	30	1	0	8	38	79	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	4	35	1.2286
Public Class	android.telephony.gsm.GsmCellLocation	480	124	83	24	0	0	69	1	17	1	0	4	32	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	0	0	0	0	0	20	0	0	0	21	0	58	36	26	60	280	1.7143
Public Class	android.telephony.gsm.SmsManager	7546	1978	655	25	0	0	65	1	11	0	0	5	23	91	1	0	0	45	0	10	0	0	10	0	0	0	0	35	0	0	0	0	6	0	0	95	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	40	375	0	5	5	0	5	270	132	654	3	2515.3333
Public Class	android.telephony.gsm.SmsMessage	4385	1429	2125	44	0	0	238	1	42	0	0	13	49	91	1	0	0	0	5	56	140	47	36	0	0	0	5	154	0	2	0	20	6	30	0	215	0	37	0	0	0	0	0	0	0	0	0	0	0	0	32	10	0	0	0	0	0	0	433	793	0	5	91	0	243	981	539	2129	3	1461.6667
Public Class	android.telephony.NeighboringCellInfo	135	52	273	37	1	1	125	3	29	0	0	9	27	66	3	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	1	12	0	40	0	33	0	0	0	0	0	0	0	0	0	0	0	0	24	18	0	0	0	0	0	0	109	6	0	14	0	0	82	181	81	292	105	1.2857
Public Class	android.telephony.PhoneNumberFormattingTextWatcher	59	38	512	24	0	0	93	3	26	0	0	8	22	55	1	0	0	0	0	0	30	12	16	4	0	0	46	56	0	0	10	0	1	8	0	4	0	22	0	0	0	4	0	0	0	0	0	0	0	0	20	28	0	0	0	0	0	0	130	114	0	4	2	0	722	1162	456	484	28	2.1071
Public Class	android.telephony.PhoneNumberUtils	240	99	2514	180	0	0	1400	6	379	0	0	35	100	97	1	0	0	0	0	18	0	51	45	4	0	0	138	136	22	24	63	0	1	6	0	61	0	178	10	12	6	8	0	0	0	0	0	0	0	5	226	46	0	0	0	0	0	0	536	670	10	81	156	0	1462	1984	1333	2496	433	0.5543
